id_emprunt,id_client,id_exemplaire,dateemprunt,dateretourprevue,dateretourreelle
1552,5,1255,2015-09-24,2015-10-15,2015-10-18
1553,254,720,2024-01-01,2024-01-29,2024-02-02
1554,460,395,2017-02-27,2017-03-27,2017-03-24
1555,69,615,2020-03-29,2020-04-12,2020-04-27
1556,351,1298,2024-05-28,2024-06-18,
1557,198,1762,2021-12-29,2022-01-12,2022-01-12
1558,400,145,2015-11-08,2015-12-06,
1559,164,1263,2015-04-22,2015-05-20,2015-05-27
1560,90,73,2017-12-30,2018-01-13,2018-01-26
1561,365,782,2022-02-10,2022-02-24,2022-03-03
1562,308,355,2019-11-08,2019-12-06,2019-12-14
1563,119,1101,2023-09-11,2023-09-25,2023-09-27
1564,428,134,2019-04-21,2019-05-05,2019-05-02
1565,312,1387,2022-01-04,2022-02-01,2022-02-02
1566,65,575,2015-03-08,2015-04-05,2015-04-09
1567,151,5,2022-05-01,2022-05-29,
1568,382,385,2019-03-31,2019-04-21,2019-05-02
1569,346,1060,2018-01-11,2018-02-01,2018-02-05
1570,132,428,2021-01-15,2021-02-12,2021-02-14
1571,196,894,2020-04-19,2020-05-10,2020-05-21
1572,223,1590,2021-11-12,2021-12-03,2021-12-14
1573,146,511,2024-01-25,2024-02-15,2024-02-15
1574,484,274,2023-02-27,2023-03-27,2023-04-10
1575,138,419,2021-03-21,2021-04-11,2021-04-20
1576,84,1995,2018-10-24,2018-11-07,2018-11-13
1577,414,1273,2023-07-07,2023-08-04,2023-08-15
1578,432,1294,2019-03-09,2019-04-06,2019-04-16
1579,414,1853,2024-09-15,2024-09-29,2024-10-07
1580,166,1231,2021-10-14,2021-11-04,2021-11-05
1581,133,938,2016-01-29,2016-02-19,2016-02-15
1582,20,1561,2016-05-25,2016-06-22,2016-06-17
1583,282,1042,2021-08-21,2021-09-18,2021-09-17
1584,146,1515,2020-02-09,2020-02-23,
1585,265,1972,2023-03-08,2023-04-05,2023-04-12
1586,313,1187,2019-11-12,2019-12-03,2019-12-15
1587,235,1435,2017-11-23,2017-12-14,2017-12-12
1588,300,106,2024-07-27,2024-08-24,2024-09-01
1589,42,54,2015-12-15,2016-01-05,2016-01-02
1590,408,1949,2023-07-05,2023-07-19,2023-07-22
1591,246,1699,2023-01-11,2023-02-01,2023-02-08
1592,1,1337,2019-01-08,2019-01-29,2019-02-03
1593,217,1933,2018-10-19,2018-11-02,2018-11-13
1594,340,600,2015-03-23,2015-04-20,2015-04-30
1595,350,371,2017-12-04,2018-01-01,
1596,313,1818,2017-04-17,2017-05-08,2017-05-14
1597,10,1809,2022-03-05,2022-03-26,2022-03-31
1598,331,687,2018-02-13,2018-03-06,2018-03-01
1599,405,1943,2023-10-07,2023-10-28,2023-11-10
1600,70,1690,2017-07-28,2017-08-18,2017-08-14
1601,462,365,2022-12-26,2023-01-23,
1602,426,1440,2023-12-02,2023-12-30,2024-01-09
1603,411,913,2021-01-08,2021-02-05,2021-02-10
1604,433,267,2016-05-24,2016-06-14,
1605,350,1760,2018-09-15,2018-09-29,
1606,220,1525,2017-09-12,2017-10-10,2017-10-20
1607,155,1054,2016-12-07,2016-12-28,
1608,265,1325,2023-11-09,2023-11-23,2023-11-25
1609,441,1146,2018-03-23,2018-04-20,2018-04-28
1610,166,1049,2024-09-26,2024-10-10,2024-10-11
1611,12,1577,2018-12-07,2018-12-21,2018-12-18
1612,194,1232,2015-11-22,2015-12-06,2015-12-19
1613,313,1329,2018-09-27,2018-10-11,
1614,472,1032,2017-05-03,2017-05-17,2017-06-01
1615,236,718,2024-08-22,2024-09-12,2024-09-22
1616,457,443,2020-11-17,2020-12-08,2020-12-04
1617,485,398,2019-05-06,2019-05-27,2019-05-23
1618,349,577,2023-05-20,2023-06-10,2023-06-14
1619,261,1600,2017-05-15,2017-06-12,2017-06-19
1620,120,215,2021-09-14,2021-10-05,2021-10-07
1621,101,456,2021-01-09,2021-01-23,2021-01-22
1622,245,1463,2019-02-27,2019-03-20,2019-03-17
1623,230,1808,2024-06-11,2024-07-09,
1624,155,574,2017-06-19,2017-07-03,
1625,89,1383,2024-09-18,2024-10-09,2024-10-17
1626,228,1103,2019-08-21,2019-09-04,2019-09-11
1627,462,1863,2018-07-06,2018-08-03,2018-08-17
1628,136,1605,2021-03-20,2021-04-17,2021-04-27
1629,333,491,2020-07-23,2020-08-13,2020-08-17
1630,301,726,2018-03-14,2018-04-11,2018-04-10
1631,404,520,2024-07-07,2024-07-21,2024-07-30
1632,402,492,2024-11-06,2024-11-20,
1633,244,577,2020-05-04,2020-05-25,2020-06-06
1634,12,1963,2015-04-13,2015-05-04,
1635,42,632,2024-09-19,2024-10-10,2024-10-16
1636,46,156,2021-09-10,2021-10-01,2021-10-05
1637,398,426,2018-07-22,2018-08-12,2018-08-27
1638,330,1470,2015-09-01,2015-09-29,2015-09-25
1639,379,69,2015-07-10,2015-08-07,
1640,372,1037,2023-12-06,2023-12-27,2024-01-02
1641,176,501,2016-09-06,2016-09-20,2016-09-23
1642,188,504,2020-11-21,2020-12-12,2020-12-20
1643,443,1387,2018-11-01,2018-11-15,
1644,324,1400,2016-06-17,2016-07-08,2016-07-04
1645,19,533,2022-07-11,2022-07-25,
1646,293,1510,2020-03-25,2020-04-08,
1647,418,631,2015-11-19,2015-12-03,2015-12-05
1648,40,162,2021-07-23,2021-08-20,2021-08-28
1649,291,1212,2021-09-23,2021-10-21,2021-11-01
1650,45,1122,2023-04-02,2023-04-23,2023-04-20
1651,258,441,2016-02-21,2016-03-20,
1652,206,874,2023-05-26,2023-06-16,2023-06-19
1653,230,871,2015-11-10,2015-12-01,2015-12-11
1654,210,1047,2016-01-16,2016-02-13,2016-02-28
1655,376,1196,2020-06-17,2020-07-15,2020-07-24
1656,281,1814,2019-08-13,2019-09-03,2019-09-10
1657,365,273,2016-08-26,2016-09-23,2016-09-29
1658,301,768,2019-02-19,2019-03-12,2019-03-26
1659,142,1472,2015-03-10,2015-04-07,2015-04-04
1660,2,1496,2016-11-03,2016-12-01,2016-12-03
1661,217,1861,2017-01-09,2017-02-06,2017-02-16
1662,349,496,2018-03-16,2018-03-30,2018-04-09
1663,35,519,2021-12-27,2022-01-24,2022-01-23
1664,273,796,2015-08-13,2015-09-03,2015-08-31
1665,231,1777,2019-03-21,2019-04-04,2019-04-08
1666,130,930,2017-09-24,2017-10-08,2017-10-05
1667,134,933,2023-03-23,2023-04-20,2023-04-20
1668,97,671,2018-05-10,2018-05-31,2018-05-26
1669,477,1838,2021-10-16,2021-11-06,2021-11-01
1670,401,1034,2023-05-15,2023-06-12,2023-06-14
1671,43,1101,2020-05-23,2020-06-20,2020-06-26
1672,212,636,2023-05-21,2023-06-18,2023-06-26
1673,105,185,2024-09-21,2024-10-12,2024-10-10
1674,5,290,2017-04-13,2017-05-04,2017-05-05
1675,462,1935,2018-12-26,2019-01-23,2019-01-26
1676,179,431,2019-09-10,2019-10-01,2019-09-28
1677,327,344,2021-12-22,2022-01-19,2022-01-25
1678,168,704,2022-10-12,2022-10-26,2022-11-09
1679,415,1183,2024-10-31,2024-11-28,2024-11-24
1680,470,350,2020-11-10,2020-12-01,2020-11-28
1681,430,1817,2021-03-19,2021-04-09,2021-04-20
1682,389,1272,2024-09-14,2024-09-28,2024-10-04
1683,301,452,2016-12-29,2017-01-12,2017-01-10
1684,47,1122,2018-06-28,2018-07-26,2018-08-08
1685,101,1968,2024-12-30,2025-01-27,2025-01-23
1686,97,531,2020-12-22,2021-01-05,2021-01-12
1687,160,1874,2016-06-04,2016-07-02,2016-07-02
1688,295,949,2016-10-05,2016-10-19,2016-10-25
1689,434,107,2023-05-08,2023-05-22,
1690,89,130,2024-06-04,2024-07-02,2024-06-30
1691,152,186,2020-10-10,2020-10-31,2020-11-01
1692,101,511,2015-12-23,2016-01-13,2016-01-10
1693,183,743,2015-12-10,2015-12-31,
1694,165,458,2017-03-12,2017-03-26,
1695,152,22,2015-06-09,2015-06-23,2015-06-27
1696,458,98,2020-01-17,2020-02-07,2020-02-05
1697,282,621,2021-11-30,2021-12-28,2022-01-11
1698,380,1720,2022-06-11,2022-07-02,2022-07-10
1699,167,1816,2022-12-09,2022-12-30,2023-01-03
1700,306,1211,2018-05-28,2018-06-11,2018-06-11
1701,440,1854,2016-02-07,2016-02-21,2016-03-06
1702,214,629,2021-09-15,2021-10-06,2021-10-02
1703,470,1503,2022-09-04,2022-09-18,
1704,470,1423,2024-01-05,2024-01-19,2024-01-17
1705,195,1414,2023-05-23,2023-06-13,
1706,326,272,2021-11-27,2021-12-11,2021-12-22
1707,208,1097,2016-10-17,2016-11-14,2016-11-12
1708,78,1408,2016-08-02,2016-08-23,2016-08-22
1709,476,1307,2015-12-09,2016-01-06,2016-01-12
1710,428,1267,2019-07-06,2019-07-20,2019-07-27
1711,16,1084,2021-05-17,2021-06-07,
1712,410,1910,2017-03-03,2017-03-31,2017-04-13
1713,177,1165,2022-12-11,2022-12-25,2022-12-20
1714,325,1890,2017-08-01,2017-08-15,2017-08-30
1715,283,1285,2022-02-08,2022-03-01,2022-02-28
1716,75,63,2020-02-11,2020-02-25,2020-02-25
1717,287,696,2015-07-10,2015-08-07,2015-08-10
1718,413,392,2021-11-26,2021-12-17,2021-12-20
1719,75,1250,2021-03-29,2021-04-19,
1720,462,1469,2018-12-03,2018-12-17,2018-12-17
1721,453,1896,2024-02-06,2024-02-20,2024-03-02
1722,468,1294,2024-01-02,2024-01-30,2024-01-29
1723,23,590,2020-10-14,2020-11-04,2020-11-11
1724,135,27,2021-03-12,2021-03-26,2021-03-26
1725,135,924,2019-09-11,2019-10-02,2019-10-12
1726,495,699,2024-01-09,2024-01-30,2024-02-13
1727,446,171,2015-06-20,2015-07-18,2015-07-21
1728,300,1035,2022-02-12,2022-03-12,
1729,105,73,2018-09-15,2018-10-06,2018-10-09
1730,221,1650,2016-01-20,2016-02-10,2016-02-16
1731,272,1042,2016-07-05,2016-07-19,2016-07-29
1732,178,872,2020-09-21,2020-10-12,2020-10-19
1733,38,422,2022-10-26,2022-11-23,2022-11-25
1734,214,1326,2019-05-14,2019-06-11,
1735,453,181,2016-06-08,2016-06-22,2016-06-17
1736,285,783,2016-02-05,2016-03-04,
1737,142,1363,2015-02-07,2015-02-28,2015-03-13
1738,41,1544,2023-06-13,2023-07-04,
1739,9,425,2021-06-23,2021-07-21,2021-08-01
1740,439,1068,2018-09-10,2018-09-24,2018-09-27
1741,87,1948,2021-07-31,2021-08-21,2021-09-02
1742,302,1457,2023-01-20,2023-02-17,2023-02-14
1743,375,98,2023-06-14,2023-06-28,2023-07-11
1744,288,491,2019-01-21,2019-02-04,2019-02-03
1745,491,1507,2021-08-07,2021-08-28,
1746,420,1156,2019-08-02,2019-08-23,2019-08-19
1747,253,17,2018-09-19,2018-10-17,2018-10-24
1748,389,1059,2024-01-22,2024-02-19,2024-03-01
1749,428,1638,2019-07-13,2019-08-10,2019-08-18
1750,304,1825,2018-09-20,2018-10-11,2018-10-10
1751,340,381,2016-11-14,2016-12-05,2016-12-17
1752,368,1099,2024-10-14,2024-10-28,2024-10-28
1753,126,765,2015-01-07,2015-01-21,2015-01-20
1754,264,703,2017-05-08,2017-05-22,2017-06-02
1755,249,1857,2019-10-16,2019-11-13,2019-11-21
1756,313,1944,2019-08-05,2019-09-02,2019-08-28
1757,113,983,2019-06-24,2019-07-15,2019-07-27
1758,426,1178,2018-01-06,2018-02-03,2018-02-08
1759,183,1303,2020-04-29,2020-05-20,2020-05-22
1760,166,1838,2017-04-01,2017-04-15,
1761,308,1288,2018-11-12,2018-12-10,2018-12-15
1762,141,1101,2016-10-11,2016-11-08,2016-11-18
1763,45,1981,2022-12-12,2023-01-02,
1764,498,1079,2022-09-10,2022-09-24,2022-09-28
1765,476,321,2019-04-30,2019-05-28,
1766,430,1533,2019-10-22,2019-11-12,2019-11-10
1767,253,870,2022-04-24,2022-05-08,2022-05-22
1768,209,729,2017-11-19,2017-12-10,2017-12-24
1769,399,1314,2023-10-30,2023-11-20,2023-11-26
1770,314,826,2019-11-21,2019-12-12,
1771,479,1480,2019-12-10,2020-01-07,2020-01-09
1772,180,1509,2015-02-02,2015-02-16,2015-02-17
1773,203,1607,2020-08-27,2020-09-10,2020-09-08
1774,295,974,2017-02-24,2017-03-10,2017-03-15
1775,75,259,2022-04-25,2022-05-23,2022-05-26
1776,157,1582,2020-11-17,2020-12-08,2020-12-09
1777,211,1134,2022-06-07,2022-07-05,2022-07-12
1778,224,1342,2015-07-19,2015-08-16,2015-08-19
1779,412,1298,2022-10-14,2022-10-28,
1780,141,17,2024-10-20,2024-11-17,
1781,284,11,2023-11-25,2023-12-09,2023-12-13
1782,225,1532,2015-10-22,2015-11-12,
1783,205,820,2017-09-18,2017-10-09,2017-10-20
1784,168,535,2023-05-18,2023-06-08,2023-06-14
1785,177,502,2018-01-21,2018-02-11,
1786,21,1260,2021-07-27,2021-08-10,
1787,477,1532,2024-12-26,2025-01-16,2025-01-19
1788,254,279,2024-03-31,2024-04-21,2024-04-20
1789,203,1895,2015-07-16,2015-08-13,2015-08-14
1790,55,1228,2022-10-24,2022-11-14,2022-11-11
1791,210,911,2022-09-30,2022-10-14,2022-10-20
1792,79,1645,2023-04-15,2023-05-13,
1793,44,1802,2020-08-15,2020-09-05,2020-09-05
1794,370,1815,2024-11-18,2024-12-09,
1795,286,504,2024-07-12,2024-08-09,2024-08-10
1796,175,1792,2024-08-27,2024-09-10,2024-09-19
1797,198,374,2018-08-03,2018-08-31,2018-08-31
1798,190,815,2019-09-04,2019-09-25,2019-10-09
1799,384,810,2020-05-10,2020-06-07,2020-06-11
1800,426,985,2015-01-11,2015-02-01,2015-01-27
1801,357,1167,2024-04-23,2024-05-14,2024-05-27
1802,248,768,2016-02-14,2016-03-13,2016-03-22
1803,154,197,2019-02-25,2019-03-11,2019-03-14
1804,174,422,2023-11-25,2023-12-16,2023-12-16
1805,318,1109,2022-07-16,2022-07-30,2022-08-02
1806,265,1599,2016-12-29,2017-01-26,2017-01-28
1807,140,902,2022-03-23,2022-04-13,2022-04-23
1808,299,1839,2019-12-28,2020-01-18,2020-01-23
1809,156,1486,2015-05-31,2015-06-21,2015-06-26
1810,327,1711,2021-11-14,2021-12-05,2021-12-06
1811,222,1100,2018-06-07,2018-06-21,
1812,441,841,2020-04-12,2020-05-10,2020-05-15
1813,372,6,2023-12-24,2024-01-21,2024-01-20
1814,440,1839,2024-04-22,2024-05-20,2024-06-03
1815,153,1772,2015-08-09,2015-08-30,2015-09-01
1816,238,956,2016-04-06,2016-04-27,2016-05-10
1817,64,1946,2016-05-26,2016-06-09,2016-06-07
1818,440,469,2018-09-26,2018-10-24,2018-11-02
1819,124,1359,2023-08-06,2023-08-27,2023-08-30
1820,248,274,2015-10-21,2015-11-18,2015-11-30
1821,240,1971,2016-12-09,2016-12-30,
1822,115,702,2020-08-11,2020-09-01,2020-08-30
1823,325,1000,2018-01-12,2018-02-09,
1824,449,1329,2018-06-19,2018-07-03,2018-07-08
1825,78,487,2019-03-13,2019-04-03,2019-04-08
1826,179,1132,2024-08-26,2024-09-09,2024-09-15
1827,249,1530,2015-03-14,2015-04-11,2015-04-17
1828,476,1028,2021-09-14,2021-10-05,2021-10-11
1829,80,1613,2016-02-05,2016-03-04,2016-02-29
1830,398,397,2020-12-14,2021-01-04,2021-01-02
1831,403,1971,2019-08-09,2019-08-23,2019-09-07
1832,10,953,2022-02-26,2022-03-19,2022-03-23
1833,500,911,2016-02-21,2016-03-13,2016-03-26
1834,343,1209,2022-02-08,2022-03-08,2022-03-18
1835,499,596,2020-06-26,2020-07-24,2020-07-26
1836,293,697,2016-05-24,2016-06-21,2016-06-26
1837,481,581,2015-06-20,2015-07-18,2015-07-28
1838,63,946,2019-03-08,2019-04-05,2019-04-01
1839,52,40,2015-04-15,2015-04-29,2015-05-06
1840,338,1734,2015-11-15,2015-12-06,2015-12-01
1841,482,785,2015-06-11,2015-06-25,2015-06-21
1842,295,69,2020-02-28,2020-03-27,2020-03-30
1843,92,1934,2020-06-25,2020-07-23,2020-08-06
1844,204,1852,2020-12-06,2020-12-27,2020-12-25
1845,297,1660,2022-11-22,2022-12-06,2022-12-12
1846,218,912,2023-10-03,2023-10-17,2023-10-30
1847,405,878,2019-07-04,2019-08-01,2019-08-02
1848,361,1080,2020-06-16,2020-06-30,2020-07-06
1849,233,263,2021-08-31,2021-09-21,2021-09-17
1850,399,175,2016-06-28,2016-07-26,2016-07-29
1851,386,398,2017-05-25,2017-06-08,2017-06-06
1852,25,1237,2021-11-12,2021-11-26,2021-11-27
1853,159,1998,2020-04-01,2020-04-22,2020-05-07
1854,161,983,2021-11-21,2021-12-05,2021-12-07
1855,394,1680,2022-12-27,2023-01-24,2023-02-02
1856,138,1066,2024-12-01,2024-12-15,
1857,341,106,2015-04-02,2015-04-16,2015-04-11
1858,397,1288,2020-02-12,2020-03-11,2020-03-17
1859,200,1689,2019-11-25,2019-12-16,2019-12-15
1860,93,1943,2015-04-14,2015-05-12,2015-05-17
1861,415,1211,2022-07-04,2022-07-25,2022-08-04
1862,73,1816,2017-12-19,2018-01-16,2018-01-13
1863,54,182,2020-09-05,2020-10-03,2020-10-16
1864,408,1644,2024-02-01,2024-02-15,2024-02-16
1865,166,1776,2016-11-11,2016-11-25,2016-11-25
1866,300,1002,2016-10-13,2016-11-03,2016-11-01
1867,432,683,2023-11-09,2023-12-07,2023-12-06
1868,202,1553,2024-01-31,2024-02-28,
1869,323,1289,2023-07-05,2023-07-26,2023-07-29
1870,359,440,2018-01-22,2018-02-12,
1871,144,587,2017-01-10,2017-01-31,2017-02-05
1872,341,1741,2015-11-09,2015-11-23,2015-12-05
1873,196,1887,2023-07-29,2023-08-26,2023-08-27
1874,352,693,2020-01-18,2020-02-01,2020-01-27
1875,330,1106,2016-08-14,2016-08-28,2016-09-12
1876,429,1949,2016-02-15,2016-03-14,2016-03-23
1877,275,1595,2023-02-06,2023-02-27,2023-02-25
1878,134,783,2018-02-18,2018-03-11,
1879,134,1356,2022-07-10,2022-07-24,2022-07-21
1880,137,1997,2020-11-09,2020-11-23,2020-11-28
1881,87,1110,2015-09-02,2015-09-16,2015-09-25
1882,261,987,2017-04-28,2017-05-19,2017-05-14
1883,240,1860,2024-11-07,2024-11-28,
1884,216,1355,2020-05-31,2020-06-14,2020-06-09
1885,122,1589,2022-06-16,2022-07-07,2022-07-19
1886,192,6,2020-03-19,2020-04-09,2020-04-23
1887,326,853,2020-06-02,2020-06-23,2020-06-20
1888,145,1118,2017-01-29,2017-02-12,2017-02-08
1889,337,614,2020-11-14,2020-12-12,2020-12-08
1890,114,92,2016-02-26,2016-03-25,2016-04-07
1891,336,673,2017-07-15,2017-08-12,2017-08-16
1892,240,612,2023-12-04,2023-12-25,2024-01-02
1893,19,662,2016-03-23,2016-04-20,2016-04-27
1894,350,42,2023-01-19,2023-02-16,2023-03-02
1895,17,1977,2019-05-04,2019-05-25,2019-06-07
1896,331,32,2021-05-01,2021-05-29,2021-06-08
1897,362,1969,2017-07-28,2017-08-18,2017-08-16
1898,283,142,2021-09-07,2021-09-28,2021-09-26
1899,97,814,2023-04-09,2023-04-30,2023-04-28
1900,489,23,2021-02-09,2021-02-23,2021-03-04
1901,473,506,2020-03-08,2020-03-29,2020-04-03
1902,374,284,2015-10-02,2015-10-30,2015-11-06
1903,206,1630,2023-10-04,2023-10-25,
1904,293,1506,2015-01-15,2015-01-29,2015-02-06
1905,234,752,2023-06-27,2023-07-11,2023-07-22
1906,443,1727,2023-11-21,2023-12-12,2023-12-11
1907,280,473,2021-10-07,2021-10-21,2021-10-27
1908,350,1719,2023-06-24,2023-07-22,2023-07-23
1909,186,919,2021-12-20,2022-01-17,2022-01-25
1910,246,638,2017-09-07,2017-09-28,
1911,396,1414,2018-10-16,2018-11-06,2018-11-07
1912,377,167,2022-12-01,2022-12-22,2022-12-22
1913,392,182,2018-05-31,2018-06-14,
1914,293,677,2016-09-08,2016-10-06,2016-10-03
1915,299,1447,2019-02-14,2019-03-14,
1916,174,1655,2020-05-29,2020-06-26,2020-06-28
1917,476,1010,2023-07-04,2023-08-01,2023-08-11
1918,17,708,2015-11-30,2015-12-21,2015-12-22
1919,458,1174,2019-08-10,2019-09-07,2019-09-03
1920,3,676,2018-05-27,2018-06-10,2018-06-17
1921,390,1300,2016-01-17,2016-02-07,2016-02-09
1922,123,918,2022-01-29,2022-02-26,2022-02-27
1923,233,1565,2019-04-27,2019-05-25,2019-06-06
1924,440,125,2024-05-03,2024-05-24,2024-06-01
1925,167,1929,2015-02-08,2015-03-01,2015-03-05
1926,410,1467,2022-05-11,2022-06-08,
1927,432,164,2020-02-07,2020-03-06,2020-03-08
1928,117,463,2022-03-02,2022-03-23,2022-03-19
1929,384,1698,2016-12-26,2017-01-16,2017-01-24
1930,459,541,2023-02-07,2023-03-07,2023-03-17
1931,155,1112,2024-09-26,2024-10-17,2024-10-12
1932,301,622,2018-02-24,2018-03-24,
1933,432,240,2022-11-10,2022-12-01,2022-12-02
1934,199,41,2021-01-26,2021-02-09,
1935,248,106,2024-08-09,2024-08-30,2024-08-30
1936,457,1924,2020-02-07,2020-03-06,2020-03-19
1937,412,978,2019-01-14,2019-02-11,2019-02-15
1938,248,1953,2019-08-21,2019-09-04,2019-08-31
1939,186,594,2021-06-17,2021-07-08,2021-07-17
1940,237,307,2022-07-22,2022-08-19,2022-08-24
1941,86,794,2020-09-27,2020-10-25,2020-10-24
1942,173,550,2022-08-30,2022-09-27,2022-10-08
1943,6,1247,2022-08-18,2022-09-01,2022-09-14
1944,195,1083,2020-09-09,2020-09-30,
1945,432,889,2024-08-16,2024-09-06,2024-09-01
1946,94,1889,2019-04-02,2019-04-30,2019-05-14
1947,35,448,2024-09-15,2024-10-13,2024-10-21
1948,401,1123,2020-10-28,2020-11-11,
1949,453,903,2020-05-05,2020-05-19,2020-05-28
1950,240,84,2024-12-25,2025-01-15,2025-01-21
1951,458,1691,2023-06-28,2023-07-26,2023-08-08
1952,240,1207,2019-07-23,2019-08-06,2019-08-16
1953,36,1373,2017-01-22,2017-02-19,2017-02-28
1954,389,489,2023-10-22,2023-11-05,2023-11-14
1955,215,354,2019-01-04,2019-01-18,2019-02-01
1956,277,1981,2017-02-06,2017-03-06,2017-03-14
1957,119,395,2022-04-29,2022-05-13,2022-05-13
1958,111,1264,2022-09-04,2022-09-18,2022-09-17
1959,12,1613,2021-08-11,2021-08-25,2021-09-01
1960,428,1738,2019-07-02,2019-07-30,
1961,133,1450,2019-03-28,2019-04-25,
1962,205,1254,2017-07-17,2017-08-14,
1963,225,1102,2018-11-09,2018-12-07,2018-12-12
1964,307,626,2024-11-13,2024-12-04,2024-12-03
1965,247,1466,2016-01-06,2016-01-20,2016-01-22
1966,442,1926,2024-05-11,2024-05-25,2024-06-01
1967,173,589,2017-12-21,2018-01-11,2018-01-23
1968,126,219,2020-12-17,2021-01-07,2021-01-12
1969,402,21,2016-04-21,2016-05-19,2016-05-30
1970,464,294,2017-11-14,2017-11-28,2017-12-02
1971,211,1557,2020-12-08,2020-12-22,2020-12-31
1972,246,1142,2018-05-24,2018-06-07,2018-06-02
1973,492,915,2024-08-22,2024-09-12,2024-09-27
1974,22,469,2021-02-07,2021-02-28,2021-02-28
1975,87,251,2023-02-05,2023-03-05,
1976,18,1848,2017-10-17,2017-10-31,
1977,463,668,2016-01-17,2016-02-14,
1978,473,428,2021-04-13,2021-05-04,
1979,416,967,2021-08-21,2021-09-18,2021-09-30
1980,471,1814,2021-05-06,2021-06-03,2021-06-03
1981,129,1642,2020-10-28,2020-11-18,2020-11-15
1982,89,1181,2016-10-07,2016-10-28,2016-11-05
1983,201,635,2024-03-02,2024-03-16,2024-03-29
1984,100,1557,2018-05-15,2018-05-29,2018-05-31
1985,242,10,2017-01-18,2017-02-15,2017-02-10
1986,92,1080,2015-03-21,2015-04-11,2015-04-07
1987,77,1924,2020-06-20,2020-07-11,2020-07-08
1988,386,8,2015-03-28,2015-04-11,2015-04-26
1989,185,610,2015-12-03,2015-12-31,
1990,272,1021,2019-02-10,2019-03-03,2019-03-06
1991,29,1779,2021-12-12,2021-12-26,2021-12-23
1992,448,956,2024-12-16,2025-01-06,2025-01-05
1993,183,351,2018-08-01,2018-08-29,2018-08-27
1994,130,565,2019-07-20,2019-08-17,2019-08-26
1995,29,986,2016-11-30,2016-12-14,2016-12-21
1996,478,1923,2020-12-29,2021-01-19,2021-01-31
1997,496,763,2024-01-11,2024-01-25,2024-02-07
1998,353,1138,2020-09-10,2020-10-01,2020-10-03
1999,6,873,2017-06-04,2017-06-25,2017-07-10
2000,172,913,2015-07-20,2015-08-03,
2001,249,155,2021-08-31,2021-09-14,2021-09-21
2002,257,1442,2018-01-02,2018-01-30,2018-02-04
2003,49,748,2016-02-13,2016-03-12,2016-03-07
2004,255,1248,2015-07-01,2015-07-29,2015-08-06
2005,317,265,2024-07-01,2024-07-22,2024-07-17
2006,62,1738,2018-12-06,2018-12-20,2018-12-16
2007,65,488,2021-04-22,2021-05-06,2021-05-12
2008,231,1724,2017-07-18,2017-08-15,2017-08-28
2009,387,977,2015-01-16,2015-02-06,2015-02-07
2010,466,212,2021-07-26,2021-08-16,2021-08-29
2011,324,1861,2018-11-08,2018-12-06,
2012,220,1726,2019-03-04,2019-03-25,2019-03-22
2013,145,1232,2017-05-14,2017-06-11,2017-06-08
2014,239,685,2016-11-06,2016-11-20,
2015,406,1973,2024-04-24,2024-05-15,2024-05-13
2016,424,488,2018-06-22,2018-07-06,2018-07-15
2017,178,1232,2021-07-15,2021-08-05,2021-08-04
2018,122,1420,2015-11-23,2015-12-21,
2019,488,1983,2015-10-15,2015-10-29,2015-11-11
2020,389,1893,2023-11-17,2023-12-08,2023-12-10
2021,246,352,2022-03-30,2022-04-20,2022-04-29
2022,157,405,2024-11-21,2024-12-12,2024-12-27
2023,319,1837,2022-01-23,2022-02-13,
2024,499,1776,2020-03-09,2020-04-06,2020-04-20
2025,463,832,2019-03-22,2019-04-12,2019-04-17
2026,115,1832,2023-06-10,2023-07-08,
2027,315,1876,2020-10-24,2020-11-21,2020-11-21
2028,139,1901,2021-05-29,2021-06-12,2021-06-14
2029,65,601,2020-12-27,2021-01-24,2021-01-28
2030,493,104,2020-04-12,2020-05-10,
2031,147,20,2022-01-10,2022-01-24,2022-02-06
2032,248,468,2021-09-29,2021-10-13,2021-10-19
2033,208,783,2020-05-11,2020-06-01,2020-06-01
2034,188,536,2022-10-15,2022-11-12,2022-11-11
2035,114,845,2021-08-29,2021-09-12,
2036,390,174,2023-10-08,2023-11-05,2023-11-19
2037,323,1996,2023-01-19,2023-02-09,
2038,239,496,2015-08-29,2015-09-12,2015-09-11
2039,95,1679,2016-03-21,2016-04-18,2016-04-27
2040,133,1007,2017-01-16,2017-02-06,2017-02-03
2041,450,24,2024-09-18,2024-10-09,2024-10-04
2042,471,1251,2022-02-10,2022-02-24,2022-02-23
2043,313,1081,2023-12-10,2023-12-24,2023-12-29
2044,84,324,2023-04-07,2023-04-28,2023-05-02
2045,391,662,2021-06-14,2021-07-12,2021-07-27
2046,404,977,2021-11-30,2021-12-21,2021-12-31
2047,128,1768,2023-12-10,2023-12-24,
2048,221,1576,2021-09-03,2021-09-17,2021-09-17
2049,207,665,2016-10-31,2016-11-28,2016-11-30
2050,310,1153,2015-02-13,2015-02-27,2015-02-26
2051,29,886,2015-03-07,2015-04-04,2015-04-19
2052,160,617,2018-05-16,2018-06-06,2018-06-21
2053,432,1511,2016-08-19,2016-09-09,2016-09-11
2054,366,1887,2022-11-30,2022-12-21,2022-12-17
2055,206,1269,2018-03-09,2018-03-23,2018-03-21
2056,377,887,2020-07-11,2020-08-08,2020-08-04
